Id,SalePrice
1461,140926.4
1462,198692.12
1463,140529.7
1464,143478.16
1465,251963.73
1466,143513.84
1467,102512.06
1468,198678.03
1469,187253.72
1470,140820.7
1471,104282.86
1472,179396.08
1473,157884.66
1474,186444.4
1475,114794.484
1476,351192.0
1477,164222.55
1478,193274.22
1479,220936.23
1480,142690.39
1481,348231.75
1482,104479.85
1483,195548.75
1484,137292.48
1485,153000.23
1486,246930.4
1487,88747.125
1488,93613.81
1489,122446.77
1490,244165.89
1491,133050.84
1492,146720.6
1493,183949.98
1494,168707.11
1495,191498.4
1496,242389.88
1497,130790.78
1498,138676.08
1499,138679.28
1500,145877.38
1501,197357.83
1502,181444.02
1503,200000.1
1504,171457.28
1505,186971.17
1506,168332.94
1507,175659.31
1508,123075.086
1509,200497.45
1510,91949.46
1511,104798.66
1512,150739.02
1513,123881.64
1514,465700.16
1515,265081.0
1516,309827.28
1517,221024.67
1518,553982.5
1519,329105.47
1520,206697.75
1521,175093.72
1522,167440.56
1523,172903.72
1524,195624.94
1525,327172.88
1526,220801.95
1527,210947.5
1528,189236.52
1529,192041.55
1530,85669.2
1531,192111.9
1532,289469.34
1533,326996.28
1534,263268.9
1535,197404.45
1536,155782.4
1537,154892.27
1538,163164.03
1539,171780.95
1540,166749.03
1541,284425.2
1542,241463.84
1543,215079.4
1544,211148.61
1545,215925.97
1546,219715.92
1547,170221.58
1548,140866.03
1549,139659.72
1550,149185.34
1551,137943.62
1552,173713.02
1553,177326.02
1554,175266.81
1555,155836.14
1556,121078.17
1557,229674.48
1558,138641.23
1559,141676.02
1560,181592.67
1561,105765.91
1562,119588.625
1563,127654.2
1564,120064.04
1565,122448.5
1566,124164.37
1567,141405.02
1568,174453.19
1569,112643.34
1570,98625.25
1571,167030.2
1572,113363.28
1573,176190.44
1574,120471.12
1575,84633.73
1576,201779.86
1577,223635.55
1578,115824.99
1579,147493.77
1580,143490.44
1581,204853.38
1582,76378.805
1583,104573.55
1584,131438.5
1585,143746.75
1586,133542.69
1587,113997.016
1588,148510.6
1589,105462.58
1590,144857.73
1591,146338.19
1592,108477.88
1593,168843.1
1594,74187.63
1595,96010.09
1596,100767.03
1597,94495.7
1598,168466.1
1599,161210.7
1600,112812.06
1601,123874.89
1602,148224.73
1603,145643.53
1604,206983.05
1605,77822.38
1606,213138.45
1607,163281.4
1608,122617.766
1609,127270.65
1610,145437.95
1611,241289.72
1612,95532.586
1613,231896.36
1614,214882.16
1615,206760.4
1616,155099.78
1617,142571.27
1618,188958.62
1619,153863.11
1620,128881.55
1621,338941.6
1622,230914.84
1623,144582.5
1624,91431.234
1625,88997.38
1626,148159.56
1627,74826.17
1628,124793.11
1629,106934.836
1630,111319.89
1631,123180.62
1632,145310.52
1633,105314.33
1634,228204.12
1635,198353.48
1636,178272.61
1637,170776.05
1638,176999.89
1639,69576.08
1640,114145.195
1641,104174.6
1642,272858.0
1643,278930.25
1644,171512.44
1645,140381.58
1646,188616.42
1647,192661.25
1648,136906.28
1649,140228.05
1650,143703.98
1651,162840.36
1652,116337.47
1653,86254.79
1654,73769.94
1655,85861.11
1656,126827.26
1657,139904.9
1658,160889.55
1659,131017.4
1660,138332.95
1661,324589.66
1662,224998.08
1663,115150.45
1664,171396.36
1665,185666.05
1666,301008.72
1667,182802.4
1668,343674.16
1669,223182.56
1670,252786.19
1671,173550.53
1672,180762.55
1673,185890.12
1674,158911.3
1675,212184.0
1676,202765.55
1677,175784.2
1678,258215.34
1679,180817.53
1680,224007.58
1681,230486.19
1682,244025.19
1683,196184.11
1684,161292.23
1685,154371.73
1686,129153.86
1687,140020.48
1688,117192.984
1689,113730.59
1690,90199.01
1691,94828.734
1692,164050.77
1693,147591.97
1694,149364.23
1695,166313.11
1696,149466.47
1697,132535.08
1698,147891.47
1699,515109.12
1700,340408.53
1701,384044.34
1702,453199.12
1703,300734.4
1704,307427.2
1705,338646.88
1706,323865.4
1707,264713.47
1708,350740.8
1709,266961.12
1710,530186.44
1711,310884.66
1712,244928.89
1713,176391.95
1714,193804.14
1715,192471.72
1716,499792.75
1717,358869.12
1718,315522.2
1719,226137.92
1720,294295.38
1721,182360.78
1722,169412.14
1723,176144.47
1724,170129.31
1725,170275.38
1726,192757.16
1727,196739.88
1728,184973.19
1729,179098.5
1730,270001.2
1731,167083.47
1732,192513.05
1733,174177.27
1734,254393.95
1735,175731.27
1736,356087.5
1737,336800.34
1738,245290.75
1739,282681.4
1740,234894.2
1741,258177.9
1742,319266.5
1743,229708.33
1744,464296.66
1745,190472.52
1746,186887.73
1747,261151.14
1748,211839.36
1749,258860.5
1750,228645.1
1751,250476.55
1752,215656.83
1753,203274.38
1754,176377.92
1755,154695.27
1756,137158.88
1757,208040.94
1758,267991.97
1759,142512.52
1760,137856.28
1761,149613.22
1762,190561.98
1763,251250.67
1764,188720.86
1765,168388.62
1766,177187.14
1767,158206.38
1768,163046.52
1769,131353.19
1770,134159.66
1771,117407.08
1772,107090.09
1773,142281.02
1774,119443.91
1775,332798.06
1776,216343.0
1777,295670.3
1778,201875.42
1779,186531.06
1780,178996.28
1781,166530.06
1782,289435.5
1783,223191.11
1784,221808.97
1785,216675.55
1786,226437.48
1787,146637.16
1788,127086.57
1789,222556.19
1790,124010.76
1791,127315.43
1792,207065.39
1793,168207.36
1794,145496.03
1795,122442.45
1796,149954.66
1797,190923.4
1798,161808.78
1799,139214.25
1800,187105.4
1801,161770.27
1802,110700.84
1803,181742.64
1804,164067.97
1805,212925.19
1806,150574.53
1807,162011.05
1808,142732.88
1809,133620.94
1810,133043.19
1811,121995.03
1812,124292.41
1813,149006.19
1814,108895.39
1815,110104.95
1816,138550.53
1817,108173.6
1818,181967.39
1819,128908.31
1820,87449.89
1821,141188.88
1822,128911.38
1823,129000.25
1824,143588.53
1825,163392.53
1826,59672.21
1827,100689.82
1828,93980.9
1829,159018.33
1830,155200.6
1831,132999.0
1832,160820.28
1833,143024.75
1834,106743.67
1835,119642.88
1836,130821.36
1837,119148.41
1838,118783.04
1839,123841.55
1840,154688.7
1841,133145.77
1842,148433.83
1843,131646.62
1844,117709.805
1845,132529.47
1846,119594.7
1847,121465.42
1848,157926.69
1849,108057.99
1850,120867.125
1851,126443.07
1852,91852.734
1853,65694.164
1854,100864.33
1855,116960.03
1856,122471.31
1857,110846.53
1858,65433.137
1859,109419.8
1860,152123.31
1861,65333.25
1862,150233.97
1863,145649.78
1864,100830.086
1865,102011.43
1866,146251.05
1867,118943.51
1868,164229.4
1869,155543.61
1870,99566.02
1871,151591.28
1872,95930.63
1873,160646.33
1874,135556.34
1875,97312.58
1876,117850.42
1877,116154.68
1878,177925.34
1879,155272.88
1880,66626.52
1881,128448.02
1882,145225.95
1883,117630.7
1884,147543.78
1885,153379.45
1886,53757.215
1887,132442.28
1888,119985.39
1889,159430.47
1890,128587.234
1891,128704.08
1892,168820.97
1893,140601.7
1894,229383.0
1895,175495.61
1896,149277.9
1897,127903.64
1898,153140.66
1899,127397.14
1900,280772.53
1901,267225.2
1902,267225.2
1903,301002.3
1904,335575.28
1905,230654.05
1906,305150.9
1907,189894.14
1908,249331.12
1909,233923.2
1910,165914.4
1911,226229.6
1912,130106.77
1913,204118.67
1914,186442.8
1915,211222.12
1916,216868.4
1917,143624.81
1918,136270.34
1919,253130.05
1920,237214.02
1921,198672.42
1922,205087.9
1923,248840.19
1924,271639.75
1925,193968.45
1926,277196.06
1927,166422.98
1928,127291.71
1929,144748.81
1930,108665.266
1931,135234.19
1932,127784.46
1933,137003.86
1934,124583.03
1935,125929.58
1936,95755.19
1937,168656.36
1938,154731.7
1939,180437.28
1940,120824.7
1941,214506.33
1942,132646.45
1943,182754.3
1944,175112.75
1945,194932.27
1946,128273.45
1947,149296.89
1948,132322.58
1949,188441.81
1950,275538.6
1951,145104.81
1952,74256.18
1953,268915.38
1954,89364.836
1955,287931.03
1956,130167.7
1957,172286.47
1958,128946.28
1959,424717.9
1960,283830.3
1961,209384.23
1962,206710.75
1963,217541.02
1964,367012.22
1965,145695.83
1966,144616.23
1967,127632.01
1968,123820.94
1969,143364.94
1970,132296.97
1971,175400.73
1972,185105.83
1973,169072.34
1974,185676.72
1975,175959.27
1976,158142.08
