Id,SalePrice
1461,139514.9
1462,191192.84
1463,140019.23
1464,149425.88
1465,247096.9
1466,144980.38
1467,108489.05
1468,193159.97
1469,190287.73
1470,138650.48
1471,100768.375
1472,185487.78
1473,169444.03
1474,192018.06
1475,120724.72
1476,353653.28
1477,171385.4
1478,187897.7
1479,211942.95
1480,144039.78
1481,358136.0
1482,102545.9
1483,191932.52
1484,116729.94
1485,153732.27
1486,249755.38
1487,88757.586
1488,93370.375
1489,118508.98
1490,241634.45
1491,125739.65
1492,144387.98
1493,181852.28
1494,165300.67
1495,211767.2
1496,234477.72
1497,125151.37
1498,139129.45
1499,134735.36
1500,154873.27
1501,191905.42
1502,186540.3
1503,195908.06
1504,172872.12
1505,169238.66
1506,165689.62
1507,175729.69
1508,128103.47
1509,186938.97
1510,89292.086
1511,98824.91
1512,146066.83
1513,129031.23
1514,457881.03
1515,262308.28
1516,313539.9
1517,192531.64
1518,545082.25
1519,313215.16
1520,206978.1
1521,177891.38
1522,170774.83
1523,177459.8
1524,194823.3
1525,315539.06
1526,223968.31
1527,202307.64
1528,198079.06
1529,197734.23
1530,91053.96
1531,177187.86
1532,300009.1
1533,317279.16
1534,244865.73
1535,186714.92
1536,147375.62
1537,152594.94
1538,157016.53
1539,173856.67
1540,166216.55
1541,282341.7
1542,235426.69
1543,216904.5
1544,212508.81
1545,206332.84
1546,213019.03
1547,166283.97
1548,139947.9
1549,139587.47
1550,146738.16
1551,134508.8
1552,156970.66
1553,178114.61
1554,171603.8
1555,149877.2
1556,124290.71
1557,211322.11
1558,137999.5
1559,137555.39
1560,183163.17
1561,102410.28
1562,113130.02
1563,124263.805
1564,121087.21
1565,125352.02
1566,118608.8
1567,137840.83
1568,186107.2
1569,113101.04
1570,105647.74
1571,163010.42
1572,108457.85
1573,170462.6
1574,114235.85
1575,73390.7
1576,187231.98
1577,213493.6
1578,96444.53
1579,138573.9
1580,133335.31
1581,184256.14
1582,80885.94
1583,112436.67
1584,132615.64
1585,134660.55
1586,124854.23
1587,124232.1
1588,141173.4
1589,112456.8
1590,144025.12
1591,133476.66
1592,103572.555
1593,176713.3
1594,82999.414
1595,105539.22
1596,100409.74
1597,94043.68
1598,168036.75
1599,145714.11
1600,113273.22
1601,122594.35
1602,140630.66
1603,147507.1
1604,205566.94
1605,82421.01
1606,213308.61
1607,158832.78
1608,121771.32
1609,130419.02
1610,136652.03
1611,231418.52
1612,92867.766
1613,225150.56
1614,207146.14
1615,192763.97
1616,157705.6
1617,145616.52
1618,189982.3
1619,145993.61
1620,128943.27
1621,341859.75
1622,226398.77
1623,142123.92
1624,87500.625
1625,92056.65
1626,144931.6
1627,91395.03
1628,120254.71
1629,99672.24
1630,114132.734
1631,122245.65
1632,148534.84
1633,103466.055
1634,237311.19
1635,206022.28
1636,181574.86
1637,173645.0
1638,174949.16
1639,66143.05
1640,116313.48
1641,103103.945
1642,262140.2
1643,265141.72
1644,171926.45
1645,143296.22
1646,191220.17
1647,182092.08
1648,136567.61
1649,137973.44
1650,146806.17
1651,159092.38
1652,118992.8
1653,74387.37
1654,66763.305
1655,88556.55
1656,121713.09
1657,136332.86
1658,157138.81
1659,136164.73
1660,131668.62
1661,323286.1
1662,223876.27
1663,121260.41
1664,173987.9
1665,191420.73
1666,301410.5
1667,187140.39
1668,337045.88
1669,217156.34
1670,231749.12
1671,173068.69
1672,182741.44
1673,175277.66
1674,155566.42
1675,219412.94
1676,195355.88
1677,181287.34
1678,259723.31
1679,175827.62
1680,221824.64
1681,214632.92
1682,236039.36
1683,185252.77
1684,163075.45
1685,154175.08
1686,131810.52
1687,129813.26
1688,109537.7
1689,115733.78
1690,91390.125
1691,91635.83
1692,156621.03
1693,145482.92
1694,147368.52
1695,157173.1
1696,144656.53
1697,129840.8
1698,143416.72
1699,489093.03
1700,341313.88
1701,350790.78
1702,448525.8
1703,292726.5
1704,325937.8
1705,319188.22
1706,297343.25
1707,288228.56
1708,351149.56
1709,278001.72
1710,539742.8
1711,308850.38
1712,245534.27
1713,179255.81
1714,191391.28
1715,198577.5
1716,471235.5
1717,354555.9
1718,295455.6
1719,221708.62
1720,267190.03
1721,174789.77
1722,168543.72
1723,172202.72
1724,171309.47
1725,170144.33
1726,193307.77
1727,198786.06
1728,188354.62
1729,184110.25
1730,267679.9
1731,172747.89
1732,186100.73
1733,165801.73
1734,257827.08
1735,172653.44
1736,346800.16
1737,340768.3
1738,247916.1
1739,275131.3
1740,217635.45
1741,238893.52
1742,313238.5
1743,229314.8
1744,496089.53
1745,190386.27
1746,189899.64
1747,275358.38
1748,212253.58
1749,269235.38
1750,227727.78
1751,262593.47
1752,219057.42
1753,200221.4
1754,180839.61
1755,149985.39
1756,139974.84
1757,212120.12
1758,279220.94
1759,143547.61
1760,148774.84
1761,151855.38
1762,189488.73
1763,261149.98
1764,185872.92
1765,164437.88
1766,181806.56
1767,159647.42
1768,160474.58
1769,124049.555
1770,137226.53
1771,109096.76
1772,100014.586
1773,125839.055
1774,114139.11
1775,341459.7
1776,211873.95
1777,277478.6
1778,183540.84
1779,179270.75
1780,176971.83
1781,163930.7
1782,284872.28
1783,228910.23
1784,226014.89
1785,214569.86
1786,231199.98
1787,152300.92
1788,130886.81
1789,221993.03
1790,114792.08
1791,125446.125
1792,197469.67
1793,160427.77
1794,135658.14
1795,123208.055
1796,145158.1
1797,181675.0
1798,162436.97
1799,126211.38
1800,188200.44
1801,164896.2
1802,106692.305
1803,179761.48
1804,169913.03
1805,211840.25
1806,141991.69
1807,165297.17
1808,140235.78
1809,135218.83
1810,129876.336
1811,114914.31
1812,129962.484
1813,136758.23
1814,108179.45
1815,111977.766
1816,123782.48
1817,109361.945
1818,181894.58
1819,131823.22
1820,88046.45
1821,139526.56
1822,131495.19
1823,124905.61
1824,147096.77
1825,151844.28
1826,53160.434
1827,108580.66
1828,92374.67
1829,176377.64
1830,146389.56
1831,137752.28
1832,156038.06
1833,140174.64
1834,97308.85
1835,132075.11
1836,131368.67
1837,109512.234
1838,119703.01
1839,118481.62
1840,137543.77
1841,133242.36
1842,138975.19
1843,129003.83
1844,111046.625
1845,135902.6
1846,120241.97
1847,120128.9
1848,153103.08
1849,105953.375
1850,114091.86
1851,117040.94
1852,106957.41
1853,59917.02
1854,106330.945
1855,107392.39
1856,126705.59
1857,113008.01
1858,62768.24
1859,110646.445
1860,147241.31
1861,48767.082
1862,146177.22
1863,127473.83
1864,108204.17
1865,104279.664
1866,136889.53
1867,134773.2
1868,166011.89
1869,155751.14
1870,101541.92
1871,152834.25
1872,106518.86
1873,147878.69
1874,144836.64
1875,91089.14
1876,115902.08
1877,118786.57
1878,171307.39
1879,142205.95
1880,74330.95
1881,124235.65
1882,135925.67
1883,119478.39
1884,158108.05
1885,155461.25
1886,56123.18
1887,126161.01
1888,113238.12
1889,163921.06
1890,125739.53
1891,121851.44
1892,171657.88
1893,150743.97
1894,231330.97
1895,179670.66
1896,146276.3
1897,121255.79
1898,147533.8
1899,123224.61
1900,261043.0
1901,243352.8
1902,243352.8
1903,309238.56
1904,317867.72
1905,220248.11
1906,310000.25
1907,191921.62
1908,241544.72
1909,220288.69
1910,172342.83
1911,236702.33
1912,130025.305
1913,200807.5
1914,182751.28
1915,199348.03
1916,202125.52
1917,129932.68
1918,133324.81
1919,238756.67
1920,237649.25
1921,196949.22
1922,210919.19
1923,243318.61
1924,265925.3
1925,187120.2
1926,279964.66
1927,163353.61
1928,119934.625
1929,138349.64
1930,97295.53
1931,145307.84
1932,128613.77
1933,139681.17
1934,123701.305
1935,114358.19
1936,87276.99
1937,167087.19
1938,141915.52
1939,173563.7
1940,121138.7
1941,214163.48
1942,122558.61
1943,184178.69
1944,158833.72
1945,207471.33
1946,131304.11
1947,149667.05
1948,134135.84
1949,181456.97
1950,270566.4
1951,151841.38
1952,74839.73
1953,269061.4
1954,80292.03
1955,294441.22
1956,121455.4
1957,171309.73
1958,142689.17
1959,430798.12
1960,296175.38
1961,216675.77
1962,213783.52
1963,220335.25
1964,384957.6
1965,134636.31
1966,150652.25
1967,128741.33
1968,120578.19
1969,142849.7
1970,128609.15
1971,178681.2
1972,181776.92
1973,171101.36
1974,179738.83
1975,187742.02
1976,166194.66
1977,250881.11
1978,196310.12
1979,181422.5
1980,177638.27
1981,212358.73
1982,309720.53
1983,396263.78
1984,180365.7
1985,281736.5
1986,197556.0
1987,227280.16
1988,173846.23
1989,262845.1
1990,212464.16
1991,155861.66
1992,202042.12
1993,129924.086
1994,263614.38
1995,151682.16
1996,298660.9
1997,116560.47
1998,122635.31
1999,121964.1
2000,109024.66
2001,94060.45
2002,109838.12
2003,135762.55
2004,149208.5
2005,299934.28
2006,395991.12
2007,401061.94
2008,466671.56
2009,483224.03
2010,343185.44
2011,262083.38
2012,307410.2
2013,466300.03
2014,280537.4
2015,335277.75
2016,357831.38
2017,331141.25
2018,190698.48
2019,322740.12
2020,234464.84
2021,211187.81
2022,157811.0
2023,195177.72
2024,187866.7
2025,176005.58
2026,169081.6
2027,192267.31
2028,230682.23
2029,208169.97
2030,213779.34
2031,173086.9
2032,230248.16
2033,193124.28
2034,243444.75
2035,353667.6
2036,350354.16
2037,261177.9
2038,330261.12
2039,266094.2
2040,245051.95
2041,254935.44
2042,284710.9
2043,229886.45
2044,216143.25
2045,240692.05
2046,200439.7
2047,200365.05
2048,187872.98
2049,136664.38
2050,174332.5
2051,178553.53
2052,184728.4
2053,199482.45
